,jid,1pereform
265,JVASP-25129.vasp,0.1432
266,JVASP-16314.vasp,-0.75889
267,JVASP-38834.vasp,-0.58632
268,JVASP-16239.vasp,-0.40839000000000003
269,JVASP-25291.vasp,2.50323
270,JVASP-37556.vasp,-0.17328
271,JVASP-16570.vasp,-0.30351
272,JVASP-38672.vasp,-0.25411999999999996
273,JVASP-41279.vasp,-0.73477
274,JVASP-37384.vasp,-0.02945
275,JVASP-38036.vasp,-3.00529
276,JVASP-38804.vasp,-0.37263
277,JVASP-37303.vasp,-0.48255
278,JVASP-38555.vasp,-0.21764
279,JVASP-19940.vasp,-0.27196
280,JVASP-20782.vasp,-1.08857
281,JVASP-16245.vasp,-0.72032
282,JVASP-78353.vasp,-0.9789399999999999
283,JVASP-29416.vasp,-0.62288
284,JVASP-29579.vasp,0.037160000000000006
285,JVASP-32666.vasp,-0.55955
286,JVASP-40977.vasp,-0.85587
287,JVASP-4705.vasp,0.15327000000000002
288,JVASP-40729.vasp,-2.73115
289,JVASP-36829.vasp,-1.03726
290,JVASP-39642.vasp,-2.11829
291,JVASP-37857.vasp,0.0728
292,JVASP-31903.vasp,-1.0746799999999999
293,JVASP-29611.vasp,-0.09308999999999999
294,JVASP-45184.vasp,-2.07082
295,JVASP-46997.vasp,-2.67047
296,JVASP-45805.vasp,-1.9438
297,JVASP-46242.vasp,-2.1045
298,JVASP-55650.vasp,-1.55603
299,JVASP-38845.vasp,-0.35941
300,JVASP-14489.vasp,-0.38082
301,JVASP-10196.vasp,-2.8928
302,JVASP-9762.vasp,-2.8742099999999997
303,JVASP-44761.vasp,-1.72376
304,JVASP-9386.vasp,-1.54138
305,JVASP-37032.vasp,-0.6230600000000001
306,JVASP-20636.vasp,-0.96893
307,JVASP-14396.vasp,-0.31692
308,JVASP-12853.vasp,-0.9375399999999999
309,JVASP-59268.vasp,-3.60373
310,JVASP-51674.vasp,-0.12643
311,JVASP-55500.vasp,-2.3319099999999997
312,JVASP-9466.vasp,-1.3825
313,JVASP-18093.vasp,-0.46183
314,JVASP-34679.vasp,-1.77987
315,JVASP-18205.vasp,-0.9443299999999999
316,JVASP-37747.vasp,-0.09802999999999999
317,JVASP-43736.vasp,-2.70032
318,JVASP-9124.vasp,-3.8623
319,JVASP-12869.vasp,-2.44015
320,JVASP-53122.vasp,-1.20076
321,JVASP-9929.vasp,-1.24013
322,JVASP-20611.vasp,-1.58067
323,JVASP-18187.vasp,-0.63917
324,JVASP-17707.vasp,-0.0019
325,JVASP-29223.vasp,-0.31779
326,JVASP-53551.vasp,-0.08066
327,JVASP-66.vasp,-1.12283
328,JVASP-25166.vasp,0.04252
329,JVASP-22883.vasp,-0.44301
330,JVASP-50766.vasp,-1.70575
331,JVASP-20919.vasp,-0.11101
332,JVASP-109932.vasp,-0.88507
333,JVASP-16251.vasp,-0.48007
334,JVASP-36946.vasp,-1.1366
335,JVASP-26950.vasp,-0.7773
336,JVASP-58849.vasp,-1.28072
337,JVASP-109242.vasp,-1.09353
338,JVASP-109258.vasp,-2.41751
339,JVASP-109712.vasp,-0.18819
340,JVASP-109272.vasp,-0.33859
341,JVASP-21507.vasp,-0.7824
342,JVASP-109628.vasp,-0.6645300000000001
343,JVASP-109273.vasp,-0.20870999999999998
344,JVASP-110069.vasp,-0.9647700000000001
345,JVASP-109674.vasp,-0.6552899999999999
346,JVASP-9486.vasp,-2.65375
347,JVASP-110054.vasp,0.0037799999999999995
348,JVASP-109587.vasp,-0.37263
349,JVASP-25192.vasp,0.0
350,JVASP-21638.vasp,-0.60068
351,JVASP-16723.vasp,-0.22177
352,JVASP-17560.vasp,-1.6288200000000002
353,JVASP-24933.vasp,-1.32431
354,JVASP-38114.vasp,-2.52579
355,JVASP-55412.vasp,-2.63574
356,JVASP-23042.vasp,-1.12675
357,JVASP-54747.vasp,-1.08369
358,JVASP-54609.vasp,-2.3026
359,JVASP-10010.vasp,-2.19066
360,JVASP-49159.vasp,-2.48577
361,JVASP-21103.vasp,-1.19036
362,JVASP-16852.vasp,-0.059670000000000015
363,JVASP-26103.vasp,-0.52749
364,JVASP-54553.vasp,-2.5684099999999996
365,JVASP-21486.vasp,-3.16731
366,JVASP-33308.vasp,-0.2104
367,JVASP-56871.vasp,-2.69402
368,JVASP-20984.vasp,-1.96653
369,JVASP-19122.vasp,-2.23202
370,JVASP-59918.vasp,-2.89361
371,JVASP-26937.vasp,-1.41353
372,JVASP-27016.vasp,-0.70465
373,JVASP-53340.vasp,-3.3372800000000002
374,JVASP-110842.vasp,-0.6665300000000001
375,JVASP-111055.vasp,-0.08966
376,JVASP-110462.vasp,-0.39521
377,JVASP-110527.vasp,0.00777
378,JVASP-110445.vasp,-0.09037
379,JVASP-111411.vasp,-0.2871
380,JVASP-112465.vasp,-0.21283000000000002
381,JVASP-116182.vasp,0.9716600000000001
382,JVASP-116484.vasp,-0.92632
383,JVASP-112023.vasp,-0.28495
384,JVASP-115032.vasp,-0.01832
385,JVASP-116719.vasp,-0.2246
386,JVASP-115127.vasp,-1.09447
387,JVASP-112172.vasp,-0.58685
388,JVASP-112960.vasp,-3.16415
389,JVASP-112991.vasp,-0.49118
390,JVASP-113111.vasp,-0.36172
391,JVASP-106968.vasp,0.1657
392,JVASP-117003.vasp,-2.5240299999999998
393,JVASP-113552.vasp,-0.0541
394,JVASP-113654.vasp,-0.055810000000000005
395,JVASP-113687.vasp,-2.28924
396,JVASP-111305.vasp,-0.4074
397,JVASP-111323.vasp,-0.25838
398,JVASP-111355.vasp,-0.29017
399,JVASP-112298.vasp,-2.16288
400,JVASP-117404.vasp,-1.75587
401,JVASP-111604.vasp,-0.43998000000000004
402,JVASP-111631.vasp,-2.09536
403,JVASP-117738.vasp,0.56608
404,JVASP-118699.vasp,0.60168
405,JVASP-115934.vasp,1.5994700000000002
406,JVASP-117947.vasp,1.8511799999999998
407,JVASP-116090.vasp,-2.89505
408,JVASP-118017.vasp,0.02095
409,JVASP-116375.vasp,-2.7186
410,JVASP-118428.vasp,0.19003
411,JVASP-118504.vasp,-0.31285999999999997
412,JVASP-119508.vasp,-0.39171999999999996
413,JVASP-118598.vasp,-0.92099
414,JVASP-119571.vasp,-1.50539
415,JVASP-119165.vasp,-1.22928
416,JVASP-119166.vasp,-0.64291
417,JVASP-117608.vasp,-1.68335
418,JVASP-119654.vasp,-1.22694
419,JVASP-119221.vasp,-2.25469
420,JVASP-119683.vasp,-1.01863
421,JVASP-119703.vasp,-3.1189
422,JVASP-119711.vasp,-1.2961
423,JVASP-118088.vasp,-0.50949
424,JVASP-120081.vasp,-0.42268999999999995
425,JVASP-120089.vasp,-0.49055
426,JVASP-117494.vasp,1.8013599999999999
427,JVASP-120232.vasp,0.13348
428,JVASP-117520.vasp,0.26885
429,JVASP-117587.vasp,-0.85477
430,JVASP-118695.vasp,-0.01641
431,JVASP-119917.vasp,0.69862
432,JVASP-120736.vasp,-1.10029
433,JVASP-117970.vasp,0.10375999999999999
434,JVASP-119954.vasp,-0.04043
435,JVASP-122451.vasp,-0.8353299999999999
436,JVASP-120994.vasp,-1.6486
437,JVASP-123629.vasp,-0.77163
438,JVASP-122909.vasp,-0.0043100000000000005
439,JVASP-123705.vasp,0.0165
440,JVASP-122944.vasp,-0.12899000000000002
441,JVASP-122953.vasp,-0.66413
442,JVASP-122112.vasp,-1.11237
443,JVASP-123921.vasp,-2.00865
444,JVASP-122142.vasp,-0.01992
